Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost
9293,US-2024-142636-CHO-MIL-31000,2024-11-03,2030-04-30,Standard Class,142636,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98
4360,US-2023-143819-CHO-MIL-31000,2023-03-01,2028-08-25,Standard Class,143819,United States,Yonkers,New York,10701,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12
1001,US-2021-138828-CHO-MIL-31000,2021-09-02,2027-02-24,First Class,138828,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
1004,US-2021-138828-CHO-MIL-31000,2021-09-02,2027-02-24,First Class,138828,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
4075,US-2022-123218-CHO-MIL-31000,2022-12-20,2028-06-16,Standard Class,123218,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
7917,US-2024-157833-CHO-MIL-31000,2024-06-17,2029-12-11,First Class,157833,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
3589,US-2022-114811-CHO-MIL-31000,2022-11-08,2028-04-30,Same Day,114811,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
3611,US-2022-114811-CHO-MIL-31000,2022-11-08,2028-04-30,Same Day,114811,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
3957,US-2022-121650-CHO-MIL-31000,2022-12-10,2028-06-07,Standard Class,121650,United States,Jackson,Michigan,49201,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
5725,US-2023-123337-CHO-MIL-31000,2023-09-16,2029-03-14,Standard Class,123337,United States,San Jose,California,95123,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
6477,US-2023-113985-CHO-MIL-31000,2023-12-02,2029-05-29,Standard Class,113985,United States,San Jose,California,95123,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
8628,US-2024-100825-CHO-MIL-31000,2024-09-09,2030-03-07,Standard Class,100825,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
7180,US-2024-129294-CHO-MIL-31000,2024-03-16,2029-09-11,Standard Class,129294,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
300,US-2021-112291-CHO-MIL-31000,2021-04-03,2026-09-29,Standard Class,112291,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
302,US-2021-112291-CHO-MIL-31000,2021-04-03,2026-09-29,Standard Class,112291,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
2635,US-2022-163685-CHO-MIL-31000,2022-06-01,2027-11-26,Standard Class,163685,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,32.5,10,21.1,11.4
5839,US-2023-140417-CHO-MIL-31000,2023-09-25,2029-03-21,Standard Class,140417,United States,Tigard,Oregon,97224,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26
9460,US-2024-113873-CHO-MIL-31000,2024-11-13,2030-05-12,Standard Class,113873,United States,Dallas,Texas,75220,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
9808,US-2024-147550-CHO-MIL-31000,2024-12-04,2030-05-28,First Class,147550,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
7370,US-2024-112333-CHO-MIL-31000,2024-04-08,2029-10-05,Standard Class,112333,United States,Plainfield,New Jersey,07060,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
8027,US-2024-148362-CHO-MIL-31000,2024-07-01,2029-12-29,Standard Class,148362,United States,Indianapolis,Indiana,46203,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
291,US-2021-138359-CHO-MIL-31000,2021-04-01,2026-09-27,Standard Class,138359,United States,Revere,Massachusetts,02151,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
442,US-2021-160738-CHO-MIL-31000,2021-05-05,2026-10-31,Standard Class,160738,United States,Freeport,Illinois,61032,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
1650,US-2021-140396-CHO-MIL-31000,2021-11-20,2027-05-18,Standard Class,140396,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
5141,US-2023-101469-CHO-MIL-31000,2023-07-02,2028-12-28,Standard Class,101469,United States,Arlington,Virginia,22204,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
5330,US-2023-137743-CHO-MIL-31000,2023-07-30,2029-01-24,Standard Class,137743,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
10178,US-2024-158526-CHO-MIL-31000,2024-12-29,2030-06-24,Second Class,158526,United States,Louisville,Kentucky,40214,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
10179,US-2024-158526-CHO-MIL-31000,2024-12-29,2030-06-24,Second Class,158526,United States,Louisville,Kentucky,40214,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
2716,US-2022-133242-CHO-MIL-31000,2022-06-18,2027-12-15,Standard Class,133242,United States,Arlington,Virginia,22204,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
9222,US-2024-111262-CHO-MIL-31000,2024-10-28,2030-04-24,Second Class,111262,United States,Houston,Texas,77095,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
9224,US-2024-111262-CHO-MIL-31000,2024-10-28,2030-04-24,Second Class,111262,United States,Houston,Texas,77095,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
9881,US-2024-117457-CHO-MIL-31000,2024-12-08,2030-06-04,Standard Class,117457,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
1439,US-2021-102673-CHO-MIL-31000,2021-11-01,2027-04-28,Standard Class,102673,United States,Charlotte,North Carolina,28205,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
3232,US-2022-109575-CHO-MIL-31000,2022-09-18,2028-03-15,Standard Class,109575,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98
3239,US-2022-109575-CHO-MIL-31000,2022-09-18,2028-03-15,Standard Class,109575,United States,Clinton,Maryland,20735,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98
6650,US-2023-100153-CHO-MIL-31000,2023-12-13,2029-06-08,Standard Class,100153,United States,Norman,Oklahoma,73071,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
8674,US-2024-166898-CHO-MIL-31000,2024-09-11,2030-03-06,Second Class,166898,United States,Santa Ana,California,92704,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
238,US-2021-163223-CHO-MIL-31000,2021-03-21,2026-09-15,Standard Class,163223,United States,Springfield,Virginia,22153,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
241,US-2021-163223-CHO-MIL-31000,2021-03-21,2026-09-15,Standard Class,163223,United States,Springfield,Virginia,22153,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
5191,US-2023-103891-CHO-MIL-31000,2023-07-12,2029-01-08,Standard Class,103891,United States,Los Angeles,California,90008,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
619,US-2021-141215-CHO-MIL-31000,2021-06-15,2026-12-12,Standard Class,141215,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
6147,US-2023-153815-CHO-MIL-31000,2023-11-06,2029-05-01,First Class,153815,United States,Jacksonville,Florida,32216,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
9321,US-2024-147760-CHO-MIL-31000,2024-11-04,2030-04-28,First Class,147760,United States,Greensboro,North Carolina,27405,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
9982,US-2024-147333-CHO-MIL-31000,2024-12-14,2030-06-12,Standard Class,147333,United States,Fayetteville,Arkansas,72701,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
2734,US-2022-128167-CHO-MIL-31000,2022-06-22,2027-12-17,Second Class,128167,United States,Layton,Utah,84041,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
3664,US-2022-115798-CHO-MIL-31000,2022-11-13,2028-05-11,Standard Class,115798,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
3665,US-2022-115798-CHO-MIL-31000,2022-11-13,2028-05-11,Standard Class,115798,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
4848,US-2023-133725-CHO-MIL-31000,2023-05-23,2028-11-17,Standard Class,133725,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26
4937,US-2023-157749-CHO-MIL-31000,2023-06-04,2028-11-29,Second Class,157749,United States,Chicago,Illinois,60610,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
5335,US-2023-133550-CHO-MIL-31000,2023-07-31,2029-01-26,Standard Class,133550,United States,Detroit,Michigan,48205,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
7728,US-2024-164042-CHO-MIL-31000,2024-05-23,2029-11-17,Standard Class,164042,United States,Houston,Texas,77095,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
2799,US-2022-108665-CHO-MIL-31000,2022-07-06,2027-12-31,Standard Class,108665,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
6186,US-2023-119935-CHO-MIL-31000,2023-11-10,2029-05-06,Standard Class,119935,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
9267,US-2024-116358-CHO-MIL-31000,2024-11-02,2030-04-29,Standard Class,116358,United States,Overland Park,Kansas,66212,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
10006,US-2024-137463-CHO-MIL-31000,2024-12-16,2030-06-12,Second Class,137463,United States,Sunnyvale,California,94086,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
771,US-2021-143903-CHO-MIL-31000,2021-07-20,2027-01-14,Standard Class,143903,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
782,US-2021-143903-CHO-MIL-31000,2021-07-20,2027-01-14,Standard Class,143903,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
2046,US-2021-133592-CHO-MIL-31000,2021-12-31,2027-06-30,Standard Class,133592,United States,Providence,Rhode Island,02908,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
3930,US-2022-148628-CHO-MIL-31000,2022-12-06,2028-06-02,Standard Class,148628,United States,Thousand Oaks,California,91360,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
7062,US-2024-135937-CHO-MIL-31000,2024-02-20,2029-08-19,Standard Class,135937,United States,Gilbert,Arizona,85234,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
5336,US-2023-132990-CHO-MIL-31000,2023-08-01,2029-01-23,Second Class,132990,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
275,US-2021-169033-CHO-MIL-31000,2021-03-30,2026-09-24,Standard Class,169033,United States,Long Beach,New York,11561,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
374,US-2021-100678-CHO-MIL-31000,2021-04-18,2026-10-13,Standard Class,100678,United States,Houston,Texas,77095,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
3301,US-2022-106873-CHO-MIL-31000,2022-09-24,2028-03-21,Second Class,106873,United States,Avondale,Arizona,85323,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
3787,US-2022-135545-CHO-MIL-31000,2022-11-24,2028-05-22,Standard Class,135545,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
4647,US-2023-109666-CHO-MIL-31000,2023-04-19,2028-10-16,Standard Class,109666,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
4653,US-2023-109666-CHO-MIL-31000,2023-04-19,2028-10-16,Standard Class,109666,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
2202,US-2022-109001-CHO-MIL-31000,2022-03-05,2027-08-30,Standard Class,109001,United States,Philadelphia,Pennsylvania,19120,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
3005,US-2022-154823-CHO-MIL-31000,2022-08-21,2028-02-15,Standard Class,154823,United States,Springfield,Ohio,45503,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
3419,US-2022-132388-CHO-MIL-31000,2022-10-10,2028-04-03,First Class,132388,United States,Santa Barbara,California,93101,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
7462,US-2024-140802-CHO-MIL-31000,2024-04-21,2029-10-14,First Class,140802,United States,Houston,Texas,77070,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
7806,US-2024-113908-CHO-MIL-31000,2024-06-03,2029-11-30,Standard Class,113908,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
9959,US-2024-129581-CHO-MIL-31000,2024-12-11,2030-06-10,Standard Class,129581,United States,New Bedford,Massachusetts,02740,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
358,US-2021-154599-CHO-MIL-31000,2021-04-12,2026-10-08,Standard Class,154599,United States,Redondo Beach,California,90278,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
363,US-2021-154599-CHO-MIL-31000,2021-04-12,2026-10-08,Standard Class,154599,United States,Redondo Beach,California,90278,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,45.5,14,29.54,15.96
141,US-2021-107524-CHO-MIL-31000,2021-03-02,2026-08-29,Standard Class,107524,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
198,US-2021-157609-CHO-MIL-31000,2021-03-16,2026-09-11,Second Class,157609,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
1553,US-2021-143287-CHO-MIL-31000,2021-11-11,2027-05-10,Standard Class,143287,United States,New Rochelle,New York,10801,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
1556,US-2021-143287-CHO-MIL-31000,2021-11-11,2027-05-10,Standard Class,143287,United States,New Rochelle,New York,10801,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
1558,US-2021-143287-CHO-MIL-31000,2021-11-11,2027-05-10,Standard Class,143287,United States,New Rochelle,New York,10801,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
3451,US-2022-105613-CHO-MIL-31000,2022-10-18,2028-04-13,Standard Class,105613,United States,Mcallen,Texas,78501,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
2237,US-2022-155124-CHO-MIL-31000,2022-03-15,2027-09-11,Standard Class,155124,United States,Lehi,Utah,84043,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
1041,US-2021-146283-CHO-MIL-31000,2021-09-08,2027-03-08,Standard Class,146283,United States,Houston,Texas,77036,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
4492,US-2023-133879-CHO-MIL-31000,2023-03-21,2028-09-17,Standard Class,133879,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
478,US-2021-155887-CHO-MIL-31000,2021-05-12,2026-11-07,Standard Class,155887,United States,Franklin,Massachusetts,02038,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
5671,US-2023-146206-CHO-MIL-31000,2023-09-10,2029-03-06,Second Class,146206,United States,Houston,Texas,77095,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
8388,US-2024-105326-CHO-MIL-31000,2024-08-20,2030-02-17,Standard Class,105326,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
3039,US-2022-102491-CHO-MIL-31000,2022-08-24,2028-02-18,Standard Class,102491,United States,Florence,Kentucky,41042,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98
8889,US-2024-144904-CHO-MIL-31000,2024-09-25,2030-03-24,Standard Class,144904,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
8893,US-2024-144904-CHO-MIL-31000,2024-09-25,2030-03-24,Standard Class,144904,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
1262,US-2021-140886-CHO-MIL-31000,2021-09-30,2027-03-27,Standard Class,140886,United States,Clarksville,Tennessee,37042,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
2426,US-2022-102722-CHO-MIL-31000,2022-04-18,2027-10-10,First Class,102722,United States,Monroe,Louisiana,71203,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
416,US-2021-107811-CHO-MIL-31000,2021-04-29,2026-10-24,Standard Class,107811,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
420,US-2021-107811-CHO-MIL-31000,2021-04-29,2026-10-24,Standard Class,107811,United States,Memphis,Tennessee,38109,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
4206,US-2023-108882-CHO-MIL-31000,2023-01-09,2028-07-07,Standard Class,108882,United States,Fresno,California,93727,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26
5821,US-2023-155187-CHO-MIL-31000,2023-09-24,2029-03-18,Second Class,155187,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
6366,US-2023-123806-CHO-MIL-31000,2023-11-24,2029-05-19,Second Class,123806,United States,Baltimore,Maryland,21215,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
8236,US-2024-130771-CHO-MIL-31000,2024-07-29,2030-01-24,Standard Class,130771,United States,Austin,Texas,78745,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
7500,US-2024-160045-CHO-MIL-31000,2024-04-26,2029-10-18,First Class,160045,United States,Fort Worth,Texas,76106,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
394,US-2021-150119-CHO-MIL-31000,2021-04-23,2026-10-18,Standard Class,150119,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12
5910,US-2023-157490-CHO-MIL-31000,2023-10-06,2029-03-29,First Class,157490,United States,Pueblo,Colorado,81001,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
6466,US-2023-155768-CHO-MIL-31000,2023-12-01,2029-05-23,Same Day,155768,United States,Oxnard,California,93030,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
9801,US-2024-118017-CHO-MIL-31000,2024-12-03,2030-05-29,Second Class,118017,United States,Thornton,Colorado,80229,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
9802,US-2024-118017-CHO-MIL-31000,2024-12-03,2030-05-29,Second Class,118017,United States,Thornton,Colorado,80229,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12
9487,US-2024-157448-CHO-MIL-31000,2024-11-16,2030-05-13,Standard Class,157448,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
121,US-2021-109491-CHO-MIL-31000,2021-02-20,2026-08-19,Standard Class,109491,United States,Richmond,Indiana,47374,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
123,US-2021-109491-CHO-MIL-31000,2021-02-20,2026-08-19,Standard Class,109491,United States,Richmond,Indiana,47374,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
5346,US-2023-111913-CHO-MIL-31000,2023-08-04,2029-01-26,Second Class,111913,United States,Sacramento,California,95823,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
5348,US-2023-111913-CHO-MIL-31000,2023-08-04,2029-01-26,Second Class,111913,United States,Sacramento,California,95823,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
7844,US-2024-167080-CHO-MIL-31000,2024-06-10,2029-12-05,Standard Class,167080,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
8651,US-2024-120999-CHO-MIL-31000,2024-09-10,2030-03-08,Standard Class,120999,United States,Naperville,Illinois,60540,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56
9543,US-2024-137491-CHO-MIL-31000,2024-11-19,2030-05-18,Standard Class,137491,United States,San Angelo,Texas,76903,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
4345,US-2023-139262-CHO-MIL-31000,2023-02-21,2028-08-17,Standard Class,139262,United States,Tampa,Florida,33614,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
5993,US-2023-105753-CHO-MIL-31000,2023-10-20,2029-04-17,Standard Class,105753,United States,Arlington,Virginia,22204,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
84,US-2021-115161-CHO-MIL-31000,2021-01-31,2026-07-26,First Class,115161,United States,Mission Viejo,California,92691,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
1456,US-2021-129147-CHO-MIL-31000,2021-11-02,2027-04-29,Standard Class,129147,United States,Medina,Ohio,44256,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42
1461,US-2021-129147-CHO-MIL-31000,2021-11-02,2027-04-29,Standard Class,129147,United States,Medina,Ohio,44256,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84
9343,US-2024-119319-CHO-MIL-31000,2024-11-06,2030-05-02,Second Class,119319,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
3863,US-2022-119907-CHO-MIL-31000,2022-12-01,2028-05-30,Standard Class,119907,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
4576,US-2023-130477-CHO-MIL-31000,2023-04-08,2028-10-02,Standard Class,130477,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
5095,US-2023-101693-CHO-MIL-31000,2023-06-25,2028-12-17,Second Class,101693,United States,Houston,Texas,77070,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28
8816,US-2024-162789-CHO-MIL-31000,2024-09-22,2030-03-17,Second Class,162789,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14
10015,US-2024-133431-CHO-MIL-31000,2024-12-17,2030-06-13,Standard Class,133431,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7
